"lemma","originalCandidate","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","officialForms","officialPOS","officialHeadwordFound","zh","exampleNb","exampleZh","resolution"
"tre","tre","动词","","","NTNU LearnNoW","03C","3","","trådt · trådte · trær · trærne · tre · trea · tredd · tredde · tredende · treende · treet · trer · tres","VERB; NOUN; DET","True","","","","Ordbank 词头匹配"
"undertøy","undertøy","名词","","et","NTNU LearnNoW","03D","3","undertøyet, undertøy, undertøyene","undertøy · undertøya · undertøyene · undertøyer · undertøyet","NOUN","True","","","","Ordbank 词头匹配"
"ut","ut","副词","","","NTNU LearnNoW","03B","3","","UT","ADV","True","","","","Ordbank 词头匹配"
"utenfor","utenfor","介词","","","NTNU LearnNoW","03B","3","","utenfor","ADP","True","","","","Ordbank 词头匹配"
"våken","våken","形容词","","","NTNU LearnNoW","03A","3","våkent, våkne","våken · våkent · våkne · våknere · våknest · våkneste","ADJ","True","","","","Ordbank 词头匹配"
"våkne","våkne","动词","","å","NTNU LearnNoW","03A","3","våkner, våknet, har våknet","våkn · våkna · våkne · våknede · våknende · våkner · våknes · våknet · våknete","VERB","True","","","","Ordbank 词头匹配"
"vaskemaskin","vaskemaskin","名词","","en","NTNU LearnNoW","03C","3","vaskemaskinen, vaskemaskiner, vaskemaskinene","vaskemaskin · vaskemaskinen · vaskemaskinene · vaskemaskiner","NOUN","True","","","","Ordbank 词头匹配"
"ved","ved","介词","","","NTNU LearnNoW","03D","3","","ved · veden · vedene · veder","ADP","True","","","","Ordbank 词头匹配"
"vegg","vegg","名词","","en","NTNU LearnNoW","03D","3","veggen, vegger, veggene","vegg · veggen · veggene · vegger","NOUN","True","","","","Ordbank 词头匹配"
"bok","bok","名词","","ei","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","04M; 08A","4","boka, bøker, bøkene / ei bok · boka · bøker · bøkene","bok · boka · boken · bokene · bøkene · boker · bøker","NOUN","True","书","Jeg leser ei bok på norsk.","我读一本挪威语书。","Ordbank 词头匹配"
"gi","gi","动词","","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","04A; 07A","4","gi – gir – ga – gitt / gir, ga, har gitt","ga · gav · gi · giende · gir · gis · gitt · gitte","VERB","True","给","Jeg gir ham boka.","","Ordbank 词头匹配"
"banan","banan","名词","","en","NTNU LearnNoW; NTNU NoW1","04K; 05D","4","bananen, bananer, bananene","banan · bananen · bananene · bananer","NOUN","True","","","","Ordbank 词头匹配"
"bestemme","bestemme","动词","","å","NTNU LearnNoW; NTNU NoW1","04M; 08B","4","bestemmer, bestemte, har bestemt","bestem · bestemme · bestemmende · bestemmer · bestemmes · bestemt · bestemte","VERB","True","","","","Ordbank 词头匹配"
"denne","denne","限定词","","","NTNU LearnNoW; NTNU NoW1","04K; 06A","4","dette, disse","denne","DET","True","","","","Ordbank 词头匹配"
"disse","disse","动词","","","NTNU LearnNoW; NTNU NoW1","04K; 06A","4","","diss · dissa · disse · dissede · dissen · dissende · dissene · disser · disses · disset · dissete","VERB; NOUN; DET","True","","","","Ordbank 词头匹配"
"dusje","dusje","动词","","å","NTNU LearnNoW; NTNU NoW1","04B; 06K","4","dusjer, dusjet, har dusjet","dusj · dusja · dusje · dusjede · dusjende · dusjer · dusjes · dusjet · dusjete","VERB","True","","","","Ordbank 词头匹配"
"eller","eller","并列连词","","","NTNU LearnNoW; NTNU NoW1","04D; 06M","4","","eller","CCONJ","True","","","","Ordbank 词头匹配"
"fotball","fotball","名词","","en","NTNU LearnNoW; NTNU NoW1","04A; 06M","4","fotballen, fotballer, fotballene","fotball · fotballen · fotballene · fotballer","NOUN","True","","","","Ordbank 词头匹配"
"gave","gave","名词","","en","NTNU LearnNoW; NTNU NoW1","04C; 10B","4","gaven, gaver, gavene","gava · gave · gaven · gavene · gaver","NOUN","True","","","","Ordbank 词头匹配"
"genser","genser","名词","","en","NTNU LearnNoW; NTNU NoW1","04A; 12A","4","genseren, gensere, genserne","genser · gensere · genseren · genserne","NOUN","True","","","","Ordbank 词头匹配"
"handle","handle","动词","","å","NTNU LearnNoW; NTNU NoW1","04K; 05C","4","handler, handlet, har handlet","handl · handla · handle · handlede · handlende · handler · handles · handlet · handlete","VERB","True","","","","Ordbank 词头匹配"
"hans","hans","限定词","","","NTNU LearnNoW; NTNU NoW1","04B; 07A","4","","hans","DET","True","","","","Ordbank 词头匹配"
"hver","hver","限定词","","","NTNU LearnNoW; NTNU NoW1","04A; 07B","4","hvert","hver · hvert","DET","True","","","","Ordbank 词头匹配"
"hvilken","hvilket","限定词","","","NTNU LearnNoW; NTNU NoW1","04C; 04K","4","","hvilke · hvilken · hvilket","DET","True","","","","常见屈折形式/透明构词人工归一；待复核"
"invitere","invitere","动词","","å","NTNU LearnNoW; NTNU NoW1","04P; 11A","4","inviterer, inviterte, har invitert","inviter · invitere · inviterende · inviterer · inviteres · invitert · inviterte","VERB","True","","","","Ordbank 词头匹配"
"kake","kake","名词","","ei","NTNU LearnNoW; NTNU NoW1","04M; 06D","4","kaka, kaker, kakene","kak · kaka · kake · kakede · kaken · kakende · kakene · kaker · kakes · kaket · kakete","NOUN","True","","","","Ordbank 词头匹配"
"kakestykke","kakestykke","名词","","et","NTNU LearnNoW; NTNU NoW1","04M; 06D","4","kakestykket, kakestykker, kakestykkene","kakestykka · kakestykke · kakestykkene · kakestykker · kakestykket","NOUN","True","","","","Ordbank 词头匹配"
"kasse","kasse","名词","","ei","NTNU LearnNoW; NTNU NoW1","04K; 05C","4","kassa, kasser, kassene","kassa · kasse · kassen · kassene · kasser","NOUN","True","","","","Ordbank 词头匹配"
"klasse","klasse","名词","","en","NTNU LearnNoW; NTNU NoW1","04D; 07B","4","klassen, klasser, klassene","klass · klassa · klasse · klassede · klassen · klassende · klassene · klasser · klasses · klasset · klassete","NOUN","True","","","","Ordbank 词头匹配"
"klem","klem","名词","","en","NTNU LearnNoW; NTNU NoW1","04A; 08B","4","klemmen, klemmer, klemmene","klem · klemmen · klemmene · klemmer","NOUN","True","","","","Ordbank 词头匹配"
"klesbutikk","klesbutikk","名词","","en","NTNU LearnNoW; NTNU NoW1","04A; 06C","4","klesbutikken, klesbutikker, klesbutikkene","klesbutikk · klesbutikken · klesbutikkene · klesbutikker","NOUN","True","","","","Ordbank 词头匹配"
"kontor","kontor","名词","","et","NTNU LearnNoW; NTNU NoW1","04B; 06K","4","kontoret, kontorer, kontorene","kontor · kontora · kontorene · kontorer · kontoret","NOUN","True","","","","Ordbank 词头匹配"
"lese","lese","动词","","å","NTNU LearnNoW; NorweigenLearn 当前词库","04D","4","lese – leser – leste – lest / leser, leste, har lest","les · lese · lesende · leser · leses · lest · leste","VERB","True","读","Jeg leser ei bok.","","Ordbank 词头匹配"
"mene","mene","动词","","å","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","mene – mener – mente – ment / mener, mente, har ment","men · mene · menende · mener · menes · ment · mente","VERB","True","认为；意思是","Jeg mener det.","","Ordbank 词头匹配"
"treffe","treffe","动词","","å","NTNU LearnNoW; NorweigenLearn 当前词库","04B; 07D","4","treffe – treffer – traff – truffet / treffer, traff, har truffet","traff · treff · treffe · treffende · treffer · treffes · truffen · truffet · trufne","VERB","True","见到、碰见","Jeg treffer henne.","","Ordbank 词头匹配"
"allerede","allerede","副词","","","NTNU LearnNoW","04B","4","","allerede","ADV","True","","","","Ordbank 词头匹配"
"allerede","allerede","副词","","","NTNU NoW1","04M","4","","allerede","ADV","True","","","","Ordbank 词头匹配"
"annen","annen","限定词","","","NTNU NoW1","04P","4","","andre · anna · annen · annet","DET; ADJ","True","","","","Ordbank 词头匹配"
"åpne","åpne","动词","","å","NTNU LearnNoW","04C","4","åpner, åpnet, har åpnet","åpn · åpna · åpne · åpnede · åpnende · åpner · åpnes · åpnet · åpnete","VERB","True","","","","Ordbank 词头匹配"
"åtte","åtte","限定词","","","NTNU LearnNoW","04B","4","","åtte","DET","True","","","","Ordbank 词头匹配"
"august","august","名词","","","NTNU LearnNoW","04C","4","","august · augusten · augustene · auguster","NOUN","True","","","","Ordbank 词头匹配"
"bagett","bagett","名词","","en","NTNU NoW1","04M","4","","bagett · bagetten · bagettene · bagetter","NOUN","True","","","","Ordbank 词头匹配"
"bakeri","bakeri","名词","","et","NTNU NoW1","04M","4","","bakeri · bakeria · bakeriene · bakerier · bakeriet","NOUN","True","","","","Ordbank 词头匹配"
"banke","banke","动词","","å","NTNU NoW1","04M","4","","bank · banka · banke · bankede · banken · bankende · bankene · banker · bankes · banket · bankete","VERB","True","","","","Ordbank 词头匹配"
"bekreftelse","bekreftelse","名词","","en","NTNU NoW1","04P","4","","bekreftelse · bekreftelsen · bekreftelsene · bekreftelser","NOUN","True","","","","Ordbank 词头匹配"
"billig","billig","形容词","","","NTNU NoW1","04K","4","","billig · billige · billigere · billigst · billigste","ADJ","True","","","","Ordbank 词头匹配"
"blå","blå","形容词","","","NTNU NoW1","04A","4","","blå · blåe · blåere · blåest · blåeste · blått","ADJ","True","","","","Ordbank 词头匹配"
"bokhandel","bokhandel","名词","","en","NTNU NoW1","04M","4","","bokhandel · bokhandelen · bokhandlene · bokhandler","NOUN","True","","","","Ordbank 词头匹配"
"bolle","bolle","名词","","ei","NTNU NoW1","04K","4","","boll · bolla · bolle · bollede · bollen · bollende · bollene · boller · bolles · bollet · bollete","NOUN","True","","","","Ordbank 词头匹配"
"brev","brev","名词","","et","NTNU NoW1","04P","4","","brev · breva · brevene · brever · brevet","NOUN","True","","","","Ordbank 词头匹配"
"brødhylle","brødhylle","名词","","ei","NTNU NoW1","04K","4","","","","False","","","","存在多个可能词头；需人工消歧"
"da","da","副词","","","NTNU LearnNoW","04D","4","","da","ADV","True","","","","Ordbank 词头匹配"
"derfor","derfor","副词","","","NTNU NoW1","04P","4","","derfor","ADV","True","","","","Ordbank 词头匹配"
"dessuten","dessuten","副词","","","NTNU NoW1","04A","4","","dessuten","ADV","True","","","","Ordbank 词头匹配"
"dit","dit","副词","","","NTNU NoW1","04P","4","","dit","ADV","True","","","","Ordbank 词头匹配"
"dyne","dyne","名词","","ei","NTNU NoW1","04M","4","","dyna · dyne · dynen · dynene · dyner","NOUN","True","","","","Ordbank 词头匹配"
"dyr","dyr","名词","","","NTNU NoW1","04K","4","","dyr · dyra · dyre · dyrene · dyrere · dyrest · dyreste · dyret · dyrt","NOUN; ADJ","True","","","","Ordbank 词头匹配"
"faktisk","faktisk","形容词","","","NTNU NoW1","04M","4","","faktisk · faktiske","ADJ","True","","","","Ordbank 词头匹配"
"fin","fin","形容词","","","NTNU LearnNoW","04B","4","fint, fine","fin · fine · finere · finest · fineste · fint","ADJ","True","","","","Ordbank 词头匹配"
"fødselsdag","fødselsdag","名词","","en","NTNU LearnNoW","04C","4","fødselsdagen, fødselsdager, fødselsdagene","fødselsdag · fødselsdagen · fødselsdagene · fødselsdager","NOUN","True","","","","Ordbank 词头匹配"
"forklare","forklare","动词","","å","NTNU LearnNoW","04D","4","forklarer, forklarte, har forklart","forklar · forklare · forklarende · forklarer · forklares · forklart · forklarte","VERB","True","","","","Ordbank 词头匹配"
"fornøyd","fornøyd","形容词","","","NTNU NoW1","04A","4","","fornøyd · fornøyde","ADJ","True","","","","Ordbank 词头匹配"
"forresten","forresten","副词","","","NTNU NoW1","04K","4","","forresten","ADV","True","","","","Ordbank 词头匹配"
"først","først","副词","","","NTNU LearnNoW","04D","4","","først","ADV","True","","","","Ordbank 词头匹配"
"fotoautomat","fotoautomat","名词","","en","NTNU NoW1","04P","4","","","","False","","","","存在多个可能词头；需人工消歧"
"fram","fram","副词","","","NTNU LearnNoW","04D","4","","fram","ADV","True","","","","Ordbank 词头匹配"
"frimerke","frimerke","名词","","et","NTNU NoW1","04K","4","","frimerka · frimerke · frimerkene · frimerker · frimerket","NOUN","True","","","","Ordbank 词头匹配"
"fruktdisk","fruktdisk","名词","","en","NTNU NoW1","04K","4","","","","False","","","","存在多个可能词头；需人工消歧"
"ganske","ganske","副词","","","NTNU NoW1","04A","4","","ganske","ADV","True","","","","Ordbank 词头匹配"
"gebyr","gebyr","名词","","et","NTNU NoW1","04P","4","","gebyr · gebyra · gebyrene · gebyrer · gebyret","NOUN","True","","","","Ordbank 词头匹配"
"gjerne","gjerne","副词","","","NTNU LearnNoW","04C","4","","gjerne · heller · helst","ADV","True","","","","Ordbank 词头匹配"
"gøy","gøy","形容词","","","NTNU LearnNoW","04A","4","","gøy · gøye · gøyere · gøyest · gøyeste","ADJ","True","","","","Ordbank 词头匹配"
"grå","grå","形容词","","","NTNU NoW1","04A","4","","grå · gråe · gråere · gråest · gråeste · grått","ADJ","True","","","","Ordbank 词头匹配"
"grønn","grønn","形容词","","","NTNU NoW1","04A","4","","grønn · grønne · grønnere · grønnest · grønneste · grønt","ADJ","True","","","","Ordbank 词头匹配"
"halv","halv","形容词","","","NTNU LearnNoW","04B","4","halvt, halve","halv · halve · halvt","ADJ","True","","","","Ordbank 词头匹配"
"handlekurv","handlekurv","名词","","en","NTNU NoW1","04M","4","","handlekurv · handlekurva · handlekurven · handlekurvene · handlekurver","NOUN","True","","","","Ordbank 词头匹配"
"handlevogn","handlevogn","名词","","ei","NTNU NoW1","04K","4","","handlevogn · handlevogna · handlevognen · handlevognene · handlevogner","NOUN","True","","","","Ordbank 词头匹配"
"heldigvis","heldigvis","副词","","","NTNU NoW1","04K","4","","heldigvis","ADV","True","","","","Ordbank 词头匹配"
"helseforsikring","helseforsikring","名词","","en","NTNU NoW1","04P","4","","","","False","","","","存在多个可能词头；需人工消歧"
"hjem","hjem","名词","","","NTNU NoW1","04K","4","","hjem · hjemma · hjemmene · hjemmet","NOUN; ADV","True","","","","Ordbank 词头匹配"
"hm","hm","感叹词","","","NTNU LearnNoW","04D","4","","hm","INTJ","True","","","","Ordbank 词头匹配"
"hos","hos","介词","","","NTNU LearnNoW","04A","4","","hos","ADP","True","","","","Ordbank 词头匹配"
"høyre","høyre","形容词","","","NTNU LearnNoW","04D","4","","høyra · høyre · høyren · høyrene · høyrer","ADJ","True","","","","Ordbank 词头匹配"
"humør","humør","名词","","et","NTNU NoW1","04M","4","","humør · humøra · humørene · humøret","NOUN","True","","","","Ordbank 词头匹配"
"hundre","hundre","名词","","","NTNU LearnNoW","04D","4","","hundra · hundre · hundrene · hundrer · hundret","NOUN; DET","True","","","","Ordbank 词头匹配"
"ingen","ingen","限定词","","","NTNU LearnNoW","04A","4","","inga · ingen · intet","DET","True","","","","Ordbank 词头匹配"
"ingenting","ingenting","名词","","","NTNU LearnNoW","04D","4","","ingenting","NOUN; DET","True","","","","Ordbank 词头匹配"
"interessant","interessant","形容词","","","NTNU NoW1","04M","4","","interessant · interessante","ADJ","True","","","","Ordbank 词头匹配"
"interiørbutikk","interiørbutikk","名词","","en","NTNU NoW1","04M","4","","","","False","","","","存在多个可能词头；需人工消歧"
"is","is","名词","","en","NTNU LearnNoW","04A","4","isen, iser, isene","is · isen · isene · iser","NOUN","True","","","","Ordbank 词头匹配"
