id,lemma,display,pos,level,topic,currentZh,reviewedZh,reviewStatus,reviewerNote,reviewedOn
"名词|bakeri","bakeri","et bakeri","名词","A1","食物与购物","面包店；烘焙店/烘焙坊（制作或销售烘焙食品的场所/企业）","面包店；烘焙店/烘焙坊（制作或销售烘焙食品的场所/企业）","已人工审校","中性 et bakeri–bakeriet–bakerier–bakeriene；与 baker（面包师/烘焙师）区分。词典条目提供释义但没有完整例句，app 购物句依据该释义编写，明确标作教学语境、不冒充词典引文。https://ordbokene.no/nob/search?dict=bm%2Cnn&q=bakeri&scope=eif","2026-09-25"
"名词|brødhylle","brødhylle","ei brødhylle","名词","A1","食物与购物","面包货架；商店里摆放面包的货架","面包货架；商店里摆放面包的货架","已人工审校","阴性 ei brødhylle–brødhylla–brødhyller–brødhyllene。透明复合词 brød（面包）+ hylle（架子）；词典未独立收录该复合词，故依 hylle/butikkhylle 释义编写并翻译购物语境，明确不是原句。https://ordbokene.no/search?dict=bm%2Cnn&page=5&q=hylla%7Chylle&scope=eif","2026-09-25"
"名词|egg","egg","et egg","名词","A1","食物与购物","鸡蛋；鸟类、爬行动物和昆虫的卵（此卡为常见食物义）","鸡蛋；鸟类、爬行动物和昆虫的卵（此卡为常见食物义）","已人工审校","本卡是中性名词 et egg–egget–egg–eggene，指生物的卵及食品鸡蛋。同形阴/阳性 egg（刀刃、山脊）是另一词条，不能混淆性别或释义。已加入 Bokmålsordboka 下蛋母鸡及 hardkokt egg 等原例片段并翻译。https://ordbokene.no/bm/egg","2026-09-25"
"名词|ekspeditør","ekspeditør","en ekspeditør","名词","A1","食物与购物","售货员；店员；在商店或柜台为顾客服务的人；也可指办理货运/票务的人（依场景）","售货员；店员；在商店或柜台为顾客服务的人；也可指办理货运/票务的人（依场景）","已人工审校","阳性 en ekspeditør–ekspeditøren–ekspeditører–ekspeditørene。词义范围不止零售店员；日常也常说 butikkansatt。词典原例 arbeide som ekspeditør 已加入并翻译；完整购物句则标明依据词义编写。https://ordbokene.no/bm/12064","2026-09-25"
"名词|eple","eple","et eple","名词","A1","食物与购物","苹果；（较少见）形状像苹果的东西","苹果；（较少见）形状像苹果的东西","已人工审校","中性 et eple–eplet–epler–eplene。日常主要指苹果水果；也用于 bite i det sure eplet（不得不接受不喜欢的事）等固定表达。已加入并翻译词典原例 høste epler、lage eplemost av eplene。https://ordbokene.no/bm/eple","2026-09-25"
"名词|gebyr","gebyr","et gebyr","名词","A1","食物与购物","手续费；服务费；办理某项服务或违规事项时需缴纳的费用","手续费；服务费；办理某项服务或违规事项时需缴纳的费用","已人工审校","中性 et gebyr–gebyret–gebyrer–gebyrene。是因服务、手续或违规而收取的具体费用，不等于税（skatt）或所有支出（utgift）。词典原例 kreve et gebyr 已按语义译为“收取一笔费用”。https://ordbokene.no/bm/gebyr","2026-09-25"
"动词|handle","handle","å handle","动词","A1","食物与购物","购物；买东西；经商；采取行动/行事；handle om 表示“内容是、谈的是”","购物；买东西；经商；采取行动/行事；handle om 表示“内容是、谈的是”","已人工审校","handle mat/handle hos ... 表示购物；handle raskt 是迅速采取行动；handle om + 主题表示作品讲述什么。不能一律译为“处理”。已加入原句 Har du handlet alt vi trenger? 与 boka handler om en spion，并按场景翻译。https://ordbokene.no/bm/handle","2026-09-25"
"名词|handlekurv","handlekurv","en handlekurv","名词","A1","食物与购物","购物篮；购物时用来装商品的篮子","购物篮；购物时用来装商品的篮子","已人工审校","阳性 en handlekurv–handlekurven–handlekurver–handlekurvene，也可用阴性 ei handlekurv–handlekurva。手提的篮子，与带轮子的 handlevogn（购物车）区分；场景句根据词典定义编写，标明不是原句。https://ordbokene.no/bm/handlekurv","2026-09-25"
"名词|handleliste","handleliste","ei handleliste","名词","A1","食物与购物","购物清单；准备购买的商品列表","购物清单；准备购买的商品列表","已人工审校","阳性或阴性：en handleliste–handlelisten–handlelister–handlelistene，也可用 ei handleliste–handlelista。是购物前提醒自己要买什么的清单，不是购物小票 kvittering。词典原例 skrive handleliste 已加入。https://ordbokene.no/bm/handleliste","2026-09-25"
"名词|handlevogn","handlevogn","ei handlevogn","名词","A1","食物与购物","购物车；超市里供顾客推着装商品的车","购物车；超市里供顾客推着装商品的车","已人工审校","可用阳性或阴性：en handlevogn–handlevognen–handlevogner–handlevognene，也可用 ei handlevogn–handlevogna。带轮推行的车，与手提 handlekurv 区分。词典例项 stå i kø bak folk med fulle handlevogner 已加入并按真实场景翻译。https://ordbokene.no/bm%2Cnn/handlevogn","2026-09-25"
"名词|kasse","kasse","ei kasse","名词","A1","食物与购物","箱子；收银台/结账处；收银机或账款；资金账户（依语境）","箱子；收银台/结账处；收银机或账款；资金账户（依语境）","已人工审校","en kasse–kassen–kasser–kassene，也可用 ei kasse–kassa。商店里的 sitte i kassa 是在收银岗工作，不是坐在箱子里；pakke bøker i kasser 才是把书装箱。词典两种用法的原例片段均已加入。https://ordbokene.no/nob/bm/kasse","2026-09-25"
"名词|kjøtt","kjøtt","et kjøtt","名词","A1","食物与购物","肉；肉类；动物或植物柔软的组织（依语境）","肉；肉类；动物或植物柔软的组织（依语境）","已人工审校","中性 et kjøtt–kjøttet–kjøtt–kjøtta/kjøttene。餐食语境泛指肉类时通常不可数：spise kjøtt；词典例句 vi spiser kjøtt to ganger i uka 自然译为“我们每周吃两次肉”。kjøttet 则指前文已知的肉；也可指鱼肉或果肉。https://ordbokene.no/bm/29827","2026-09-25"
"名词|klesbutikk","klesbutikk","en klesbutikk","名词","A1","食物与购物","服装店；卖衣服的商店","服装店；卖衣服的商店","已人工审校","阳性 en klesbutikk–klesbutikken–klesbutikker–klesbutikkene。指卖衣服的店，与 kleshandel（服装买卖/服装行业）区分。练习例句是依据词典释义编写的场景句，不冒称词典原句。https://ordbokene.no/nob/search?dict=bm%2Cnn&q=klesbutikk&scope=eif","2026-09-25"
"名词|kylling","kylling","en kylling","名词","A1","食物与购物","小鸡；鸡；鸡肉/鸡肉菜肴（依语境）","小鸡；鸡；鸡肉/鸡肉菜肴（依语境）","已人工审校","阳性 en kylling–kyllingen–kyllinger–kyllingene。农场和孵化语境指小鸡；菜单或 spise ... til middag 语境指鸡肉。也有口语贬义“年轻、没经验的小伙子”，此处先掌握动物与食物义。词典的两类原例已加入并区分翻译。https://ordbokene.no/bm/KYLLING","2026-09-25"
"名词|laks","laks","en laks","名词","A1","食物与购物","鲑鱼；三文鱼；鲑鱼肉/三文鱼菜肴（依语境）","鲑鱼；三文鱼；鲑鱼肉/三文鱼菜肴（依语境）","已人工审校","阳性 en laks–laksen–lakser–laksene。指一条条鱼时可数（tre lakser）；讲鱼肉、食材或菜单时常作不可数名词。词典例项 bakt laks med agurksalat 与 få tre lakser på kroken 已分别译为菜肴和三条鱼。https://ordbokene.no/bm/laks","2026-09-25"
"名词|melk","melk","melk","名词","A1","食物与购物","牛奶；乳汁；植物奶（如椰奶，依语境）","牛奶；乳汁；植物奶（如椰奶，依语境）","已人工审校","通常作不可数名词，指牛奶或其他乳汁；说一盒/一瓶时数的是容器：en kartong melk。drikke melk 是“喝牛奶”；melka har skilt seg 指牛奶分层/变质。https://ordbokene.no/bm%2Cnn/melk","2026-09-25"
"名词|ost","ost","en ost","名词","A1","食物与购物","奶酪；乳酪","奶酪；乳酪","已人工审校","阳性 en ost–osten–oster–ostene。作食物泛指时常不加冠词；按种类、块或具体奶酪计数时可数。另有同形名词 ost“东”，是独立词义，不属于这张食物词条。https://ordbokene.no/bm/ost","2026-09-25"
"名词|pakke","pakke","en pakke","名词","A1","食物与购物","包裹；包装/一包；一套组合（依语境）","包裹；包装/一包；一套组合（依语境）","已人工审校","阳性 en pakke–pakken–pakker–pakkene。可指邮寄包裹、一包商品，也可指成套方案；动词 å pakke 是“打包/收拾”，不要与名词混淆。https://ordbokene.no/bm/43889","2026-09-25"
"名词|penge","penge","en penge","名词","A1","食物与购物","钱；钱币；钱款（泛指金钱时通常用复数 penger）","钱；钱币；钱款（泛指金钱时通常用复数 penger）","已人工审校","单数 en penge–pengen 通常指一枚硬币/一张纸币；日常泛指“钱”更常用复数 penger，如 ha penger i lommeboka。记忆一般金钱义时优先记 penger，不要误以为词头 penge 在句中总是单数形式。https://ordbokene.no/nob/bm/penge","2026-09-25"
"名词|pose","pose","en pose","名词","A1","食物与购物","袋子；一袋的量；眼袋（依语境）","袋子；一袋的量；眼袋（依语境）","已人工审校","阳性 en pose–posen–poser–posene。可指装东西的袋子，也可作容器量词表达“一袋……”；under øynene 的 pose 则指眼袋。https://ordbokene.no/nob/bm/45690","2026-09-25"
"名词|pris","pris","en pris","名词","A1","食物与购物","价格；奖项/名次；赞誉（依搭配）","价格；奖项/名次；赞誉（依搭配）","已人工审校","阳性 en pris–prisen–priser–prisene。prisen på melk 是商品价格；ta første pris 是获得第一名/奖项；赞誉义见特定搭配。根据上下文判义，不要一律译成“价格”。https://ordbokene.no/bm/46236","2026-09-25"
"名词|pølse","pølse","ei pølse","名词","A1","食物与购物","香肠；热狗香肠；香肠状物（依语境）","香肠；热狗香肠；香肠状物（依语境）","已人工审校","阳性 en pølse–pølsa/pølsen–pølser–pølsene。常见食物义是香肠；pølse med brød 通常指夹面包吃的香肠/热狗，也可指细长的香肠状物体。https://ordbokene.no/nob/bm/p%C3%B8lse","2026-09-25"
"形容词|sulten","sulten","sulten","形容词","A1","食物与购物","饿的；渴望……的（比喻）","饿的；渴望……的（比喻）","已人工审校","形容词形式：sulten（阳/阴性）、sultent（中性）、sultne（复数/定指）。描述身体饥饿；sulten på mer 是“渴望更多/想更进一步”的比喻义，常形容仍有进取心。https://ordbokene.no/bm/SULTEN","2026-09-25"
"形容词|tørst","tørst","tørst","形容词","A1","食物与购物","口渴的；渴望……的（比喻）","口渴的；渴望……的（比喻）","已人工审校","形容词形式：tørst（阳/阴性）、tørst（中性）、tørste（复数/定指）。描述口渴；tørst på seier 是“渴望胜利”。另有名词 en tørst 和动词 å tørste，词性与句法不同。https://ordbokene.no/bm/t%C3%B8rste","2026-09-25"
