"lemma","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","zh","exampleNb","exampleZh","levelBasis","reviewStatus"
"pakke","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","en pakke · pakken · pakker · pakkene / pakken, pakker, pakkene","包裹；一包/一盒东西；包装（名词义）","Jeg henter en pakke på postkontoret. / Pakken kom i posten i dag.","我去邮局取一个包裹。 / 包裹今天邮寄到了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"postkontor","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","et postkontor · postkontoret · postkontorer · postkontorene / posten / postkontoret, postkontor, postkontorene","邮局；邮政服务点","Jeg går på postkontoret for å sende en pakke. / Postkontoret stenger klokka fem.","我去邮局寄一个包裹。 / 邮局五点关门。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"retning","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","en retning · retningen · retninger · retningene / retningen, retninger, retningene","方向；方位；趋势","Gå i retning av sentrum. / Vi må snu og gå i motsatt retning.","朝市中心方向走。 / 我们得掉头，朝相反的方向走。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"rett","形容词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","rett · rett · rette · rettere · rettest / rett, rette","正确的；直的；恰当的；正好（依语境）","Du har rett i at vi bør gå nå. / Gå rett fram til neste gate.","你说得对，我们现在应该走。 / 一直往前走到下一条街。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sann","形容词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","04A","4","sann · sant · sanne · sannere · sannest / sant, sanne","真实的；确实的；真的","Hun fortalte en sann historie. / Det er sant at været skifter fort her.","她讲了一个真实的故事。 / 这里天气变化很快，这是真的。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sein","形容词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","sein · seint · seine · seinere · seinest / seint, seine","晚的；迟的；晚到的（较常见书面/部分地区形式）","Vi kom litt seint til møtet. / Hun tok en sein buss hjem.","我们开会稍微迟到了一点。 / 她坐了一班较晚的公交回家。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sende","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","sende · sender · sendte · sendt / sender, sendte, har sendt","发送；寄送；派遣；递给","Jeg sender deg adressen på SMS. / Hun sendte pakken i går.","我用短信把地址发给你。 / 她昨天把包裹寄出去了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"siden","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","siden","……以前；自从那时起；后来（依结构）","Vi flyttet hit for to år siden. / Jeg har bodd her siden august.","我们两年前搬到这里。 / 我从八月起就住在这里。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sist","形容词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","04B","4","sist · siste / sist, siste","上一次的；上周/上次的；最后（依结构）","Jeg snakket med henne sist uke. / Sist kom bussen for sent.","我上周和她聊过。 / 上次公交车来晚了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"spille","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","04A","4","spille · spiller · spilte · spilt / spiller, spilte, har spilt","玩（游戏）；踢/打（球类）；演奏；播放","Barna spiller fotball etter skolen. / Hun spilte piano på konserten.","孩子们放学后踢足球。 / 她在音乐会上演奏了钢琴。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"straks","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","straks","马上；立刻；很快","Jeg kommer straks. / Bussen kommer straks.","我马上来。 / 公交车很快就到。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sykehus","名词","A1","et","NTNU LearnNoW; NorweigenLearn 当前词库","04B","4","et sykehus · sykehuset · sykehus · sykehusene / sykehuset, sykehus, sykehusene","医院；收治病人的医疗机构","Bestefaren min er på sykehus. / Vi kjørte henne til sykehuset.","我祖父在住院。 / 我们开车送她去了医院。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"takke","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","takke · takker · takket · takket / takker, takket, har takket","感谢；道谢；谢绝（takke nei）","Jeg vil takke deg for hjelpen. / Hun takket nei til invitasjonen.","我想感谢你的帮助。 / 她谢绝了邀请。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tegne","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","04D","4","tegne · tegner · tegnet · tegnet / tegner, tegnet, har tegnet","画；绘制（线条、图画或设计草图）","Barnet tegner et hus med en rød blyant. / Han tegnet et kart til oss.","孩子用一支红铅笔画一栋房子。 / 他给我们画了一张地图。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"treffe","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","04B; 07D","4","treffe · treffer · traff · truffet / treffer, traff, har truffet","遇见；碰到；与……见面","Jeg treffer en venn på kafé etter jobb. / Vi traff læreren på butikken.","我下班后在咖啡馆和一位朋友见面。 / 我们在商店碰见了老师。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tur","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","en tur · turen · turer · turene / turen, turer, turene","一次出行；散步；短途旅行；一趟（依搭配）","Vi går en tur langs elva etter middag. / Barna skal på tur med skolen.","晚饭后我们沿着河边散步。 / 孩子们要和学校一起外出活动。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ungdomsskole","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","04D","4","en ungdomsskole · ungdomsskolen · ungdomsskoler · ungdomsskolene / ungdomsskolen, ungdomsskoler, ungdomsskolene","初中；挪威 8—10 年级的学校阶段/学校","Datteren min begynner på ungdomsskolen til høsten. / Ungdomsskolen ligger ved siden av biblioteket.","我女儿今年秋天开始上初中。 / 初中在图书馆旁边。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vei","名词","A1","en","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","en vei · veien · veier · veiene / veien, veier, veiene","道路；路；方式","Vi er på vei til legen. / Denne veien går til sentrum.","我们正在去医生那里的路上。 / 这条路通往市中心。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"veikryss","名词","A1","et","NTNU LearnNoW; NorweigenLearn 当前词库","04C","4","et veikryss · veikrysset · veikryss · veikryssene / veikrysset, veikryss, veikryssene","道路交叉口；十字路口","Ta til venstre i neste veikryss. / Det er et veikryss ved skolen.","在下一个路口左转。 / 学校旁边有一个交叉路口。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vekke","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","04B","4","vekke · vekker · vekket · vekket / vekker, vekket, har vekket","叫醒；唤醒；使……醒来","Jeg vekker sønnen min klokka sju. / Telefonen vekket meg midt på natta.","我七点叫醒儿子。 / 电话半夜把我吵醒了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vel","副词","A1","","NTNU LearnNoW; NorweigenLearn 当前词库","04D","4","vel","大概；想必；应该（表示推测或缓和语气）","Du kommer vel på festen i morgen? / Det er vel best å ringe først.","你明天应该会来参加聚会吧？ / 最好还是先打个电话吧。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vise","动词","A1","å","NTNU LearnNoW; NorweigenLearn 当前词库","04D","4","vise · viser · viste · vist / viser, viste, har vist","给……看；展示；指示；带领","Kan du vise meg veien til stasjonen? / Hun viste oss bildene fra ferien.","你能给我指一下去车站的路吗？ / 她给我们看了度假时拍的照片。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"appelsin","名词","A1","en","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05D; 08A","5","appelsinen, appelsiner, appelsinene / en appelsin · appelsinen · appelsiner · appelsinene","橙子；甜橙（水果）","Jeg spiser en appelsin til frokost. / Appelsinene ligger i kjøleskapet.","我早餐吃一个橙子。 / 那些橙子放在冰箱里。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bestemor","名词","A1","ei","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05D; 07A","5","bestemora, bestemødre, bestemødrene / ei/en bestemor · bestemora / bestemoren · bestemødre · bestemødrene","祖母；外祖母；奶奶/外婆（不区分父系母系）","Bestemora mi lager vafler på søndager. / Bestemødrene kom på besøk i går.","我奶奶 / 外婆星期天会做华夫饼。 / 几位奶奶 / 外婆昨天来做客了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bestille","动词","A1","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05M; 06D","5","bestille · bestiller · bestilte · bestilt / bestiller, bestilte, har bestilt","订购；预订；点（餐）；预约","Vi bestiller to kaffe og en kake. / Jeg bestilte time hos legen.","我们点两杯咖啡和一块蛋糕。 / 我预约了医生。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bygge","动词","A1","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05P; 07C","5","bygge · bygger · bygde / bygget · bygd / bygget / bygger, bygde, har bygd","建造；修建；建设；搭建","De bygger et nytt hus utenfor byen. / Bestefaren min bygde huset selv.","他们正在城外建一栋新房子。 / 我祖父自己建了这栋房子。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"diskutere","动词","A1","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05B; 07B","5","diskutere · diskuterer · diskuterte · diskutert / diskuterer, diskuterte, har diskutert","讨论；谈论；商讨","Vi diskuterer planen med læreren. / De diskuterte hvor de skulle reise.","我们和老师讨论这个计划。 / 他们讨论了要去哪里旅行。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"gågate","名词","A1","ei","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05A; 06B","5","ei gågate · gågata · gågater · gågatene / gågata, gågater, gågatene","步行街；禁止普通车辆通行的街道","Butikkene i gågata stenger klokka seks. / Vi møtes ved inngangen til gågata.","步行街上的商店六点关门。 / 我们在步行街入口见面。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"gate","名词","A1","ei","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05A; 06B","5","ei gate · gata · gater · gatene / gata, gater, gatene","街道；大街；城市中的街（不是公路）","Skolen ligger i en rolig gate. / Barna går over gata sammen.","学校在一条安静的街上。 / 孩子们一起过马路。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"glemme","动词","A1","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05M; 08D","5","glemme · glemmer · glemte · glemt / glemmer, glemte, har glemt","忘记；忘了","Jeg glemmer ofte navn. / Hun glemte å ta med boka.","我常常忘记名字。 / 她忘记带书了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"greie","动词","A1","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","05A; 09D","5","greie · greier · greide · greid / greier, greide, har greid","设法做到；应付；处理好；理解（依搭配）","Jeg greier ikke å åpne denne døra. / Hvordan greide du deg på prøven?","我打不开这扇门。 / 你考试考得怎么样？","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
